instant,year,season,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Cluster
311,2310,1,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,2
312,2311,1,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,2
313,2312,1,1,78,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,2
314,2313,1,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,2
315,2314,1,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,2
316,2315,1,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,2
317,2316,1,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,2
318,2317,1,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,2
319,2318,1,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,2
320,2319,1,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,2
321,2320,1,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,2
322,2321,1,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,2
323,2322,1,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,2
324,2323,1,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,2
325,2324,1,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,2
326,2325,1,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,2
327,2326,1,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,2
328,2327,1,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,2
329,2328,1,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,2
330,2329,1,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,2
331,2330,1,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,2
332,2331,1,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,2
333,2332,1,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,2
334,2333,1,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,2
335,2334,1,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,2
336,2335,1,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,2
337,2336,1,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,2
338,2337,1,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,2
339,2338,1,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,2
340,2339,1,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,2
341,2340,1,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,2
342,2341,1,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,2
343,2342,1,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,2
344,2343,1,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,2
345,2344,1,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,2
346,2345,1,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,2
347,2346,1,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,2
348,2347,1,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,2
349,2348,1,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,2
350,2349,1,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,2
351,2350,1,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,2
352,2351,1,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,2
353,2352,1,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,2
354,2353,1,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,2
355,2354,1,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,2
356,2355,1,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,2
357,2356,1,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,2
358,2357,1,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,2
359,2358,1,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,2
360,2359,1,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,2
361,2360,1,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,2
362,2361,1,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,2
363,2362,1,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,2
364,2363,1,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,2
365,2364,1,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,2
366,2365,1,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,2
367,2366,1,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,2
368,2367,1,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,2
369,2368,1,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,2
370,2369,1,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,2
371,2370,1,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,2
372,2371,1,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,2
373,2372,1,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,2
374,2373,1,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,2
375,2374,1,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,2
376,2375,1,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,2
377,2376,1,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,2
378,2377,1,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,2
379,2378,1,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,2
380,2379,1,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,2
381,2380,1,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,2
382,2381,1,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,2
383,2382,1,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,2
384,2383,1,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,2
385,2384,1,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,2
386,2385,1,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,2
387,2386,1,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,2
388,2387,1,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,2
389,2388,1,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,2
390,2389,1,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,2
391,2390,1,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,2
392,2391,1,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,2
393,2392,1,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,2
394,2393,1,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,2
395,2394,1,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,1
396,2395,1,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,1
397,2396,1,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,1
398,2397,1,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,1
399,2398,1,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,1
400,2399,1,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,1
401,2400,1,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,1
402,2401,1,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,1
403,2402,1,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,1
404,2403,1,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,1
405,2404,1,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,1
406,2405,1,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,1
407,2406,1,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,1
408,2407,1,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,1
409,2408,1,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,1
410,2409,1,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,1
411,2410,1,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,1
412,2411,1,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,1
413,2412,1,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,1
414,2413,1,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,1
415,2414,1,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,1
416,2415,1,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,1
417,2416,1,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,1
418,2417,1,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,1
419,2418,1,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,1
420,2419,1,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,1
421,2420,1,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,2
422,2421,1,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,2
423,2422,1,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,2
424,2423,1,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,2
425,2424,1,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,2
426,2425,1,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,2
427,2426,1,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,2
428,2427,1,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,2
429,2428,1,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,2
430,2429,1,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,2
431,2430,1,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,2
432,2431,1,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,2
433,2432,1,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5,2
434,2433,1,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2,2
435,2434,1,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,2
436,2435,1,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,2
437,2436,1,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,2
438,2437,1,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,2
439,2438,1,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,2
440,2439,1,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,2
441,2440,1,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,2
442,2441,1,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,2
443,2442,1,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,2
444,2443,1,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84,2
445,2444,1,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,2
446,2445,1,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,2
447,2446,1,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,2
448,2447,1,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,2
449,2448,1,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,2
450,2449,1,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,2
451,2450,1,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,2
452,2451,1,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,2
453,2452,1,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,2
454,2453,1,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,2
455,2454,1,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,2
456,2455,1,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,2
457,2456,1,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,2
458,2457,1,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,2
459,2458,1,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,1
460,2459,1,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,1
461,2460,1,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5,2
462,2461,1,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,2
463,2462,1,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,2
464,2463,1,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,2
465,2464,1,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,2
466,2465,1,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63,2
467,2466,1,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59,2
468,2467,1,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78,2
469,2468,1,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73,2
470,2469,1,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62,2
471,2470,1,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65,2
472,2471,1,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97,2
473,2472,1,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161,2
474,2473,1,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120,2
475,2474,1,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96,2
476,2475,1,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53,2
477,2476,1,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41,2
478,2477,1,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34,2
479,2478,1,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27,2
480,2479,1,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13,2
481,2480,1,1,1,0,6,0,2,0.04,0.0,0.41,0.3881,3,9,12,2
482,2481,1,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11,2
483,2482,1,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7,2
484,2483,1,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3,2
485,2484,1,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2,2
486,2485,1,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8,2
487,2486,1,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,1,26,27,2
488,2487,1,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40,2
489,2488,1,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53,2
490,2489,1,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63,2
491,2490,1,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70,2
492,2491,1,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,12,72,84,2
493,2492,1,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75,2
494,2493,1,1,15,0,6,0,1,0.12,0.1515,0.28,0.0,10,93,103,2
495,2494,1,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,83,2
496,2495,1,1,17,0,6,0,1,0.12,0.197,0.28,0.0,8,59,67,2
497,2496,1,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54,2
498,2497,1,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59,2
499,2498,1,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45,2
500,2499,1,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39,2
501,2500,1,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,7,23,30,2
502,2501,1,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33,2
503,2502,1,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22,2
504,2503,1,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13,2
505,2504,1,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18,2
506,2505,1,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5,2
507,2506,1,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3,2
508,2507,1,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1,2
509,2508,1,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2,2
510,2509,1,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19,2
511,2510,1,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28,2
512,2511,1,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,7,51,58,2
513,2512,1,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99,2
514,2513,1,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116,2
515,2514,1,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,12,75,87,2
516,2515,1,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110,2
517,2516,1,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77,2
518,2517,1,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65,2
519,2518,1,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55,2
520,2519,1,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49,2
521,2520,1,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,5,45,50,2
522,2521,1,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35,2
523,2522,1,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,5,20,25,2
524,2523,1,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,5,23,28,2
525,2524,1,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21,2
526,2525,1,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,0,7,7,2
527,2526,1,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,0,1,1,2
528,2527,1,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0,1,1,2
529,2528,1,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0,1,1,2
530,2529,1,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0,5,5,2
531,2530,1,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0,15,15,2
532,2531,1,1,7,0,1,1,1,0.02,0.1212,0.48,0.0,5,79,84,2
533,2532,1,1,8,0,1,1,1,0.04,0.1364,0.49,0.0,6,171,177,2
534,2533,1,1,9,0,1,1,1,0.06,0.1515,0.41,0.0,4,98,102,2
535,2534,1,1,10,0,1,1,1,0.1,0.1364,0.42,0.0,6,34,40,2
536,2535,1,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,3,43,46,2
537,2536,1,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,11,52,63,2
538,2537,1,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,6,54,60,2
539,2538,1,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,2,43,45,2
540,2539,1,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,7,50,57,2
541,2540,1,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,4,66,70,2
542,2541,1,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,6,178,184,2
543,2542,1,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,8,145,153,2
544,2543,1,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106,2
545,2544,1,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,1,80,81,2
546,2545,1,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,6,53,59,2
547,2546,1,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,3,32,35,2
548,2547,1,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,3,21,24,2
549,2548,1,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,3,6,9,2
550,2549,1,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0,5,5,2
551,2550,1,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,0,2,2,2
552,2551,1,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,0,1,1,2
553,2552,1,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,0,9,9,2
554,2553,1,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,1,35,36,2
555,2554,1,1,7,0,2,1,1,0.16,0.1515,0.74,0.2239,5,103,108,2
556,2555,1,1,8,0,2,1,2,0.16,0.1818,0.74,0.1343,5,233,238,2
557,2556,1,1,45,0,2,1,2,0.2,0.2273,0.64,0.0896,10,134,144,2
558,2557,1,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,6,49,55,2
559,2558,1,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,6,55,61,2
560,2559,1,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,21,85,106,2
561,2560,1,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,21,72,93,2
562,2561,1,1,14,0,2,1,2,0.3,0.3333,0.45,0.0,11,57,68,2
563,2562,1,1,15,0,2,1,2,0.32,0.3485,0.42,0.0,21,63,84,2
564,2563,1,1,16,0,2,1,2,0.32,0.3485,0.42,0.0,14,102,116,2
565,2564,1,1,17,0,2,1,1,0.3,0.3333,0.45,0.0,14,208,222,2
566,2565,1,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,7,218,225,2
567,2566,1,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,13,133,146,2
568,2567,1,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,16,103,119,2
569,2568,1,1,21,0,2,1,1,0.24,0.2273,0.65,0.194,5,40,45,2
570,2569,1,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,4,49,53,2
571,2570,1,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,3,37,40,2
572,2571,1,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343,3,14,17,2
573,2572,1,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,0,5,5,2
574,2573,1,1,2,0,3,1,3,0.22,0.2273,0.69,0.194,3,7,10,2
575,2574,1,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,0,1,1,1
576,2575,1,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,0,8,8,1
577,2576,1,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,1,29,30,1
578,2577,1,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,3,69,72,1
579,2578,1,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,3,55,58,1
580,2579,1,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,2,26,28,1
581,2580,1,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,6,35,41,1
582,2581,1,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,7,41,48,1
583,2582,1,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,4,43,47,1
584,2583,1,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,0,36,36,1
585,2584,1,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,1,42,43,1
586,2585,1,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,1,35,36,1
587,2586,1,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,0,26,26,1
588,2587,1,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,1,23,24,2
589,2588,1,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,2,82,84,2
590,2589,1,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,3,101,104,2
591,2590,1,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,3,76,79,2
592,2591,1,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,4,55,59,2
593,2592,1,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,2,36,38,2
594,2593,1,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,0,27,27,2
595,2594,1,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,0,16,16,2
596,2595,1,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,0,9,9,2
597,2596,1,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,1,2,3,2
598,2597,1,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,0,2,2,2
599,2598,1,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1,0,1,2
600,2599,1,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,0,4,4,2
601,2600,1,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,0,16,16,2
602,2601,1,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,2,58,60,1
603,2602,1,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,2,155,157,1
604,2603,1,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,6,95,101,1
605,2604,1,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,0,49,49,1
606,2605,1,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,0,30,30,1
607,2606,1,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,1,28,29,1
608,2607,1,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,0,31,31,1
609,2608,1,1,14,0,5,1,3,0.22,0.2727,0.8,0.0,2,36,38,1
610,2609,1,1,15,0,5,1,2,0.2,0.2576,0.86,0.0,1,40,41,1
611,2610,1,1,16,0,5,1,1,0.22,0.2727,0.8,0.0,10,70,80,1
612,2611,1,1,17,0,5,1,1,0.24,0.2424,0.75,0.1343,2,147,149,2
613,2612,1,1,18,0,5,1,1,0.24,0.2273,0.75,0.194,2,107,109,2
614,2613,1,1,19,0,5,1,2,0.24,0.2424,0.75,0.1343,5,84,89,2
615,2614,1,1,20,0,5,1,2,0.24,0.2273,0.7,0.194,1,61,62,2
616,2615,1,1,21,0,5,1,2,0.22,0.2273,0.75,0.1343,1,57,58,2
617,2616,1,1,22,0,5,1,1,0.24,0.2121,0.65,0.3582,0,26,26,2
618,2617,1,1,23,0,5,1,1,0.24,0.2273,0.6,0.2239,1,22,23,2
619,2618,1,1,0,0,6,0,1,0.22,0.197,0.64,0.3582,2,26,28,2
620,2619,1,1,1,0,6,0,1,0.22,0.2273,0.64,0.194,0,20,20,2
621,2620,1,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642,0,15,15,2
622,2621,1,1,3,0,6,0,1,0.2,0.2121,0.64,0.1343,3,5,8,2
